id	chapters	category	title	url	source_page	note
gomez-bombarelli-2018	10	papers	Automatic Chemical Design Using a Data-Driven Continuous Representation of Molecules	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5842510/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5842510/	潜空间连续表示与分子优化（开放获取）
gcpn-2018	10,11,13	papers	Graph Convolutional Policy Network for Goal-Directed Molecular Graph Generation	https://arxiv.org/abs/1806.02473	https://arxiv.org/abs/1806.02473	目标导向的图生成与强化学习
reinvent-2017	10,11	papers	Molecular de-novo design through deep reinforcement learning	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-017-0235-x	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-017-0235-x	强化学习序列生成与先验策略（开放获取）
guacamol-2019	10	papers	GuacaMol: Benchmarking Models for de Novo Molecular Design	https://arxiv.org/abs/1811.09621	https://arxiv.org/abs/1811.09621	生成模型基准：有效性、多样性与新颖性
moses-2020	10	papers	Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models	https://arxiv.org/abs/1811.12823	https://arxiv.org/abs/1811.12823	分子生成模型评测平台
jensen-2019	10	papers	A graph-based genetic algorithm and generative model/Monte Carlo tree search for the exploration of chemical space	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6477775/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6477775/	图遗传算法与蒙特卡洛树搜索（开放获取）
nsga2-2002	10,11	papers	A fast and elitist multiobjective genetic algorithm: NSGA-II	https://doi.org/10.1109/4235.996017	https://doi.org/10.1109/4235.996017	非支配排序遗传算法（订阅来源）
parego-2006	10,11	papers	ParEGO: A hybrid algorithm with on-line landscape approximation for expensive multiobjective optimization problems	https://doi.org/10.1109/TEVC.2005.851274	https://doi.org/10.1109/TEVC.2005.851274	多目标贝叶斯优化与标量化（订阅来源）
ehvi-2020	10,11	papers	Differentiable Expected Hypervolume Improvement for Parallel Multi-Objective Bayesian Optimization	https://arxiv.org/abs/2006.05078	https://arxiv.org/abs/2006.05078	超体积提升与多目标采集函数
hypervolume-2003	10,11	papers	Performance assessment of multiobjective optimizers: an analysis of the hypervolume measure	https://doi.org/10.1109/TEVC.2003.810758	https://doi.org/10.1109/TEVC.2003.810758	超体积指标的定义与性质（订阅来源）
multiobjective-tutorial-2018	10,11	papers	A tutorial on multiobjective optimization: fundamentals and evolutionary methods	https://doi.org/10.1007/s11047-018-9685-y	https://doi.org/10.1007/s11047-018-9685-y	多目标优化与前沿覆盖教程
conditional-gan-2014	10	papers	Conditional Generative Adversarial Nets	https://arxiv.org/abs/1411.1784	https://arxiv.org/abs/1411.1784	条件生成对抗网络
conditional-mol-2018	10	papers	Conditional Molecular Design with Deep Generative Models	https://arxiv.org/abs/1803.01096	https://arxiv.org/abs/1803.01096	性质条件分子生成
cvae-mol-2018	10	papers	Molecular generative model based on conditional variational autoencoder for de novo molecular design	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-018-0286-7	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-018-0286-7	条件变分自编码器生成（开放获取）
uncertainty-dnn-2021	10,11	papers	A Survey of Uncertainty in Deep Neural Networks	https://arxiv.org/abs/2107.03342	https://arxiv.org/abs/2107.03342	预测不确定度的来源与估计方法
zunger-2018	10	papers	Inverse design in materials genomics: forward-to-inverse materials design	https://doi.org/10.1038/natrevmats.2018.5	https://doi.org/10.1038/natrevmats.2018.5	材料逆向设计的定位综述（订阅来源）
kusne-2020	1,8,10,11,16	papers	On-the-fly closed-loop materials discovery via Bayesian active learning	https://www.nature.com/articles/s41467-020-19597-w	https://www.nature.com/articles/s41467-020-19597-w	闭环主动学习与实验回流（开放获取）
raccuglia-2016	10,11,16	papers	Machine-learning-assisted materials discovery using failed experiments	https://doi.org/10.1038/nature17439	https://doi.org/10.1038/nature17439	负结果用于约束可行域（订阅来源）
lookman-2019	10,11	papers	Active learning in materials science with emphasis on adaptive sampling using uncertainties for targeted design	https://www.nature.com/articles/s41524-019-0153-8	https://www.nature.com/articles/s41524-019-0153-8	不确定性驱动的主动采样（开放获取）
snoek-2012	10,11	papers	Practical Bayesian Optimization of Machine Learning Algorithms	https://arxiv.org/abs/1206.2944	https://arxiv.org/abs/1206.2944	贝叶斯优化采集函数与实践
batch-bayesopt-2018	10,11	papers	Batch Bayesian Optimization via Local Penalization	https://arxiv.org/abs/1505.08052	https://arxiv.org/abs/1505.08052	批量采集与并行评估
graphinvent-2021	10	datasets	GraphINVENT: A graph-based generative model for molecular design	https://github.com/MolecularAI/GraphINVENT	https://github.com/MolecularAI/GraphINVENT	图生成模型的开源实现
gcn-2017	6	papers	Semi-Supervised Classification with Graph Convolutional Networks	https://arxiv.org/abs/1609.02907	https://arxiv.org/abs/1609.02907	图卷积网络：谱域近似与半监督节点分类
gat-2018	6	papers	Graph Attention Networks	https://arxiv.org/abs/1710.10903	https://arxiv.org/abs/1710.10903	图注意力网络：邻居加权聚合
chemprop-2019	6,12	papers	Analyzing Learned Molecular Representations for Property Prediction	https://arxiv.org/abs/1904.01561	https://arxiv.org/abs/1904.01561	Chemprop：有向消息传递与分子性质预测
egnn-2021	6,7	papers	E(n) Equivariant Graph Neural Networks	https://arxiv.org/abs/2102.09844	https://arxiv.org/abs/2102.09844	E(n) 等变图网络：坐标更新与几何性质
transformer-2017	1,6,8,9,14	papers	Attention Is All You Need	https://arxiv.org/abs/1706.03762	https://arxiv.org/abs/1706.03762	Transformer：自注意力架构
bert-2019	6,14	papers	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	https://arxiv.org/abs/1810.04805	https://arxiv.org/abs/1810.04805	掩码语言建模预训练
chemberta-2020	6,7	papers	ChemBERTa: Large-Scale Self-Supervised Pretraining for Molecular Property Prediction	https://arxiv.org/abs/2010.09885	https://arxiv.org/abs/2010.09885	小分子化学语言模型预训练
random-forest-2001	6,16	papers	Random Forests	https://doi.org/10.1023/A:1010933404324	https://doi.org/10.1023/A:1010933404324	随机森林原始工作（订阅来源）
gradient-boosting-2001	6,16	papers	Greedy Function Approximation: A Gradient Boosting Machine	https://doi.org/10.1214/aos/1013203451	https://doi.org/10.1214/aos/1013203451	梯度提升的统计框架（订阅来源）
xgboost-2016	6,16	papers	XGBoost: A Scalable Tree Boosting System	https://arxiv.org/abs/1603.02754	https://arxiv.org/abs/1603.02754	XGBoost：可扩展的树提升系统
svr-1995	6,16	papers	Support-Vector Networks	https://doi.org/10.1007/BF00994018	https://doi.org/10.1007/BF00994018	支持向量回归与 ε 不敏感损失（订阅来源）
conformal-2002	6,16	papers	Inductive Confidence Machines for Regression	https://link.springer.com/chapter/10.1007/3-540-36755-1_29	https://link.springer.com/chapter/10.1007/3-540-36755-1_29	split conformal 回归预测区间（订阅来源）
quantile-forest-2006	6	papers	Quantile Regression Forests	https://www.jmlr.org/papers/v7/meinshausen06a.html	https://www.jmlr.org/papers/v7/meinshausen06a.html	分位数回归森林：条件分位数
deep-ensembles-2017	6,8,11,13,16	papers	Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles	https://arxiv.org/abs/1612.01474	https://arxiv.org/abs/1612.01474	深度集成方差与预测不确定度
scikit-learn-2011	3,6	papers	Scikit-learn: Machine Learning in Python	https://www.jmlr.org/papers/v12/pedregosa11a.html	https://www.jmlr.org/papers/v12/pedregosa11a.html	Python 机器学习工具与实现细节
mayo-lewis-1944	12	papers	Copolymerization. I. A Basis for Comparing the Behavior of Monomers in Copolymerization	https://pubs.acs.org/doi/10.1021/ja01237a052	https://pubs.acs.org/doi/10.1021/ja01237a052	竞聚率与共聚组成方程的原始工作（订阅来源）
flory-1940	12	papers	Molecular Size Distribution in Ethylene Oxide Polymers	https://pubs.acs.org/doi/10.1021/ja01863a066	https://pubs.acs.org/doi/10.1021/ja01863a066	逐步聚合链长分布的原始工作（订阅来源）
matyjaszewski-2001	12	papers	Atom Transfer Radical Polymerization	https://pubs.acs.org/doi/10.1021/cr940534g	https://pubs.acs.org/doi/10.1021/cr940534g	ATRP 机理与动力学综述（订阅来源）
raft-chiefari-1998	12	papers	Living Free-Radical Polymerization by Reversible Addition-Fragmentation Chain Transfer	https://pubs.acs.org/doi/10.1021/ma9804951	https://pubs.acs.org/doi/10.1021/ma9804951	RAFT 可逆链转移的原始工作（订阅来源）
retrosynthesis-segler-2018	12	papers	Planning chemical syntheses with deep neural networks and symbolic AI	https://www.nature.com/articles/nature25978	https://www.nature.com/articles/nature25978	神经网络加蒙特卡洛树搜索的逆合成规划
molecular-transformer-2019	12	papers	Molecular Transformer: A Model for Uncertainty-Calibrated Chemical Reaction Prediction	https://export.arxiv.org/pdf/1811.06038	https://arxiv.org/abs/1811.06038	序列到序列反应预测与不确定性校准
aizynthfinder-2020	12,13	papers	AiZynthFinder: a fast, robust and flexible open-source software for retrosynthetic planning	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00474-z	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00474-z	开源逆合成规划工具
stuyver-coley-2020	12	papers	Machine learning in chemical reaction space	https://www.nature.com/articles/s41467-020-19326-3	https://www.nature.com/articles/s41467-020-19326-3	反应空间建模与条件预测
ahneman-2018	12	papers	Predicting reaction performance in C-N cross-coupling using machine learning	https://www.science.org/doi/10.1126/science.aar5169	https://www.science.org/doi/10.1126/science.aar5169	条件特征主导产率预测的实验证据（订阅来源）
ord-2021	12	datasets	The Open Reaction Database	https://pubs.acs.org/doi/10.1021/jacs.1c09820	https://pubs.acs.org/doi/10.1021/jacs.1c09820	开放反应数据平台（订阅来源）
scscore-2018	12	papers	SCScore: Synthetic Complexity Learned from a Reaction Corpus	https://pubs.acs.org/doi/10.1021/acs.jcim.7b00622	https://pubs.acs.org/doi/10.1021/acs.jcim.7b00622	反应语料训练的合成复杂度分数（订阅来源）
polymer-gas-membrane-ml-2022	1,16	papers	Machine learning enables interpretable discovery of innovative polymers for gas separation membranes	https://raw.githubusercontent.com/jsunn-y/PolymerGasMembraneML/main/README.md	https://doi.org/10.1126/sciadv.abn9545	气体分离膜渗透率数据仓库与可解释机器学习
multitask-overview-2017	7	papers	An Overview of Multi-Task Learning in Deep Neural Networks	https://arxiv.org/abs/1706.05098	https://arxiv.org/abs/1706.05098	多任务学习综述：硬共享、软共享与任务关系
multitask-uncertainty-2018	7	papers	Multi-Task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics	https://arxiv.org/abs/1705.07115	https://arxiv.org/abs/1705.07115	不确定性加权：可学习任务噪声
gradient-surgery-2020	7	papers	Gradient Surgery for Multi-Task Learning	https://arxiv.org/abs/2001.06782	https://arxiv.org/abs/2001.06782	梯度冲突与投影（PCGrad）
multitask-survey-2021	7	papers	A Survey on Multi-Task Learning	https://arxiv.org/abs/1707.08114	https://arxiv.org/abs/1707.08114	多任务学习的形式化与分类
negative-transfer-2019	7	papers	Characterizing and Avoiding Negative Transfer	https://arxiv.org/abs/1811.09751	https://arxiv.org/abs/1811.09751	负迁移的刻画与规避
maml-2017	7	papers	Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks	https://arxiv.org/abs/1703.03400	https://arxiv.org/abs/1703.03400	元学习与少样本适配
adapter-2019	7	papers	Parameter-Efficient Transfer Learning for NLP	https://arxiv.org/abs/1902.00751	https://arxiv.org/abs/1902.00751	适配器：参数高效迁移
lora-2021	7	papers	LoRA: Low-Rank Adaptation of Large Language Models	https://arxiv.org/abs/2106.09685	https://arxiv.org/abs/2106.09685	低秩增量微调
dann-2016	7	papers	Domain-Adversarial Training of Neural Networks	https://arxiv.org/abs/1505.07818	https://arxiv.org/abs/1505.07818	领域自适应：对抗对齐
transfer-survey-2020	7	papers	A Comprehensive Survey on Transfer Learning	https://arxiv.org/abs/1911.02685	https://arxiv.org/abs/1911.02685	迁移学习综述：策略与失败模式
pretrain-gnn-2019	7	papers	Strategies for Pre-training Graph Neural Networks	https://arxiv.org/abs/1905.12265	https://arxiv.org/abs/1905.12265	图网络预训练：属性掩码与上下文预测
graphcl-2020	7	papers	Graph Contrastive Learning with Augmentations	https://arxiv.org/abs/2010.13902	https://arxiv.org/abs/2010.13902	图对比学习与数据增强
molclr-2022	7	papers	Molecular Contrastive Learning of Representations via Graph Neural Networks	https://arxiv.org/abs/2102.10056	https://arxiv.org/abs/2102.10056	分子图对比预训练
informed-ml-2021	7	papers	Informed Machine Learning: A Taxonomy and Survey of Integrating Knowledge into Learning Systems	https://arxiv.org/abs/1903.12394	https://arxiv.org/abs/1903.12394	知识注入的分类：特征、正则与结构
willard-2022	7	papers	Integrating Scientific Knowledge with Machine Learning for Engineering and Environmental Systems	https://arxiv.org/abs/2003.04919	https://arxiv.org/abs/2003.04919	科学知识与机器学习的整合方式
tfn-2018	7	papers	Tensor Field Networks: Rotation- and Translation-Equivariant Neural Networks for 3D Point Clouds	https://arxiv.org/abs/1802.08219	https://arxiv.org/abs/1802.08219	张量场网络：等变特征构造
gp-ucb-2010	5,11	papers	Gaussian Process Optimization in the Bandit Setting: No Regret and Experimental Design	https://arxiv.org/abs/0912.3995	https://arxiv.org/abs/0912.3995	GP-UCB：置信上界采集与遗憾界（开放获取）
ei-tutorial-2010	11	papers	A Tutorial on Bayesian Optimization of Expensive Cost Functions, with Application to Active User Modeling and Hierarchical Reinforcement Learning	https://arxiv.org/abs/1012.2599	https://arxiv.org/abs/1012.2599	EI、PI 与 UCB 三种采集函数的推导与比较（开放获取）
batch-bo-2018	11,13	papers	Maximizing Acquisition Functions for Bayesian Optimization	https://arxiv.org/abs/1805.10196	https://arxiv.org/abs/1805.10196	批量采集：并行化采集函数最大化（开放获取）
constrained-bo-2014	11	papers	Bayesian Optimization with Unknown Constraints	https://arxiv.org/abs/1403.5607	https://arxiv.org/abs/1403.5607	未知约束的贝叶斯优化与可行性概率（开放获取）
constrained-bo-2017	11	papers	Constrained Bayesian Optimization with Noisy Experiments	https://arxiv.org/abs/1706.07094	https://arxiv.org/abs/1706.07094	噪声实验下的约束贝叶斯优化（开放获取）
multifidelity-bo-2017	11	papers	Multi-fidelity Bayesian Optimisation with Continuous Approximations	https://arxiv.org/abs/1703.06240	https://arxiv.org/abs/1703.06240	多保真贝叶斯优化与保真度连续近似（开放获取）
multifidelity-bo-2019	11,13	papers	A General Framework for Multi-fidelity Bayesian Optimization with Gaussian Processes	https://arxiv.org/abs/1811.02770	https://arxiv.org/abs/1811.02770	多保真高斯过程优化的统一框架（开放获取）
cost-aware-bo-2020	11,13	papers	Cost-aware Bayesian Optimization	https://arxiv.org/abs/2003.10870	https://arxiv.org/abs/2003.10870	成本感知采集与预算分配（开放获取）
dpp-2012	11,13	papers	Determinantal Point Processes for Machine Learning	https://arxiv.org/abs/1207.6083	https://arxiv.org/abs/1207.6083	行列式点过程与批量多样性（开放获取）
batchbald-2019	11	papers	BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian Active Learning	https://arxiv.org/abs/1906.00910	https://arxiv.org/abs/1906.00910	批量主动学习中的信息量与去相关（开放获取）
active-learning-review-2021	11,13	papers	A Survey of Deep Active Learning	https://arxiv.org/abs/2009.00236	https://arxiv.org/abs/2009.00236	深度主动学习综述：不确定性、代表性与批量（开放获取）
dqn-2013	11	papers	Playing Atari with Deep Reinforcement Learning	https://arxiv.org/abs/1312.5602	https://arxiv.org/abs/1312.5602	深度 Q 网络与值函数近似（开放获取）
ppo-2017	11	papers	Proximal Policy Optimization Algorithms	https://arxiv.org/abs/1707.06347	https://arxiv.org/abs/1707.06347	PPO 裁剪目标与策略优化（开放获取）
molrl-2019	11	papers	Optimization of Molecules via Deep Reinforcement Learning	https://arxiv.org/abs/1810.08647	https://arxiv.org/abs/1810.08647	分子设计的深度强化学习与奖励设计（开放获取）
offline-rl-2020	11	papers	Offline Reinforcement Learning: Tutorial, Review, and Perspectives on Open Problems	https://arxiv.org/abs/2005.01643	https://arxiv.org/abs/2005.01643	离线强化学习的问题设定与样本效率（开放获取）
cql-2020	11	papers	Conservative Q-Learning for Offline Reinforcement Learning	https://arxiv.org/abs/2006.04779	https://arxiv.org/abs/2006.04779	保守 Q 学习与分布外动作抑制（开放获取）
mbrl-pets-2018	11	papers	Deep Reinforcement Learning in a Handful of Trials using Probabilistic Dynamics Models	https://arxiv.org/abs/1805.12114	https://arxiv.org/abs/1805.12114	基于概率动力学模型的高样本效率强化学习（开放获取）
bo-materials-2021	11,13	papers	Benchmarking the performance of Bayesian optimization across multiple experimental materials science domains	https://www.nature.com/articles/s41524-021-00656-9.pdf	https://www.nature.com/articles/s41524-021-00656-9	材料实验中的贝叶斯优化基准（开放获取）
unet-2015	8	papers	U-Net: Convolutional Networks for Biomedical Image Segmentation	https://arxiv.org/abs/1505.04597	https://arxiv.org/abs/1505.04597	编码器–解码器与跳跃连接的分割基线
mask-rcnn-2017	8	papers	Mask R-CNN	https://arxiv.org/abs/1703.06870	https://arxiv.org/abs/1703.06870	实例分割与检测的联合框架
deeplab-v3plus-2018	8	papers	Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation	https://arxiv.org/abs/1802.02611	https://arxiv.org/abs/1802.02611	空洞卷积与多尺度上下文
nnunet-2018	8	papers	nnU-Net: Self-adapting Framework for U-Net-Based Medical Image Segmentation	https://arxiv.org/abs/1809.10486	https://arxiv.org/abs/1809.10486	分割流程的自适应配置与预处理
segment-anything-2023	8	papers	Segment Anything	https://arxiv.org/abs/2304.02643	https://arxiv.org/abs/2304.02643	可提示的通用分割基础模型
em-active-learning-2019	8	papers	Cost-efficient segmentation of electron microscopy images using active learning	https://arxiv.org/abs/1911.05548	https://arxiv.org/abs/1911.05548	电镜分割的主动标注
afm-polymer-blends-2024	8	papers	Machine Learning for Analyzing Atomic Force Microscopy (AFM) Images Generated from Polymer Blends	https://arxiv.org/abs/2409.11438	https://arxiv.org/abs/2409.11438	聚合物共混 AFM 图像的机器学习分析
care-cryoem-2018	8	papers	Cryo-CARE: Content-Aware Image Restoration for Cryo-Transmission Electron Microscopy Data	https://arxiv.org/abs/1810.05420	https://arxiv.org/abs/1810.05420	内容感知图像恢复与去噪
raman-imaging-2020	8	papers	High-throughput molecular imaging via deep learning enabled Raman spectroscopy	https://arxiv.org/abs/2009.13318	https://arxiv.org/abs/2009.13318	拉曼高光谱成像的深度学习方法
raman-benchmark-2026	8	papers	Benchmarking Deep Learning Models for Raman Spectroscopy Across Open-Source Datasets	https://arxiv.org/abs/2601.16107	https://arxiv.org/abs/2601.16107	拉曼深度学习模型的开放基准
nmr-reversible-2026	8	papers	Reversible Deep Learning for 13C NMR in Chemoinformatics: On Structures and Spectra	https://arxiv.org/abs/2602.03875	https://arxiv.org/abs/2602.03875	结构与核磁谱的双向映射
xrd-symmetry-cnn-2018	8	papers	Neural Network-based Classification of Crystal Symmetries from X-Ray Diffraction Patterns	https://arxiv.org/abs/1812.05625	https://arxiv.org/abs/1812.05625	XRD 图谱的晶系分类
xrd-augment-2019	8	papers	Fast and interpretable classification of small X-ray diffraction datasets using data augmentation and deep neural networks	https://arxiv.org/abs/1811.08425	https://arxiv.org/abs/1811.08425	小样本 XRD 的数据增强与分类
saxs-ml-2019	8	papers	Accelerating small-angle scattering experiments with simulation-based machine learning	https://arxiv.org/abs/1908.09102	https://arxiv.org/abs/1908.09102	模拟驱动的散射实验加速
scattering-inverse-kan-2024	8	papers	Scattering-Based Structural Inversion of Soft Materials via Kolmogorov-Arnold Networks	https://arxiv.org/abs/2412.15474	https://arxiv.org/abs/2412.15474	散射曲线到结构的反演
pairvae-2023	8	papers	Pair-Variational Autoencoders for Linking and Cross-Reconstruction of Characterization Data from Complementary Structural Characterization Techniques	https://export.arxiv.org/pdf/2305.16467	https://arxiv.org/abs/2305.16467	互补表征数据的配对与互重建
clip-2021	8	papers	Learning Transferable Visual Models From Natural Language Supervision	https://arxiv.org/abs/2103.00020	https://arxiv.org/abs/2103.00020	图文对比学习与共享嵌入
simclr-2020	8	papers	A Simple Framework for Contrastive Learning of Visual Representations	https://arxiv.org/abs/2002.05709	https://arxiv.org/abs/2002.05709	自监督对比表示
mae-2022	8	papers	Masked Autoencoders Are Scalable Vision Learners	https://arxiv.org/abs/2111.06377	https://arxiv.org/abs/2111.06377	掩码自编码与可扩展预训练
domain-adaptation-2019	8	papers	An introduction to domain adaptation and transfer learning	https://arxiv.org/abs/1812.11806	https://arxiv.org/abs/1812.11806	域适应与迁移学习导论
causal-interpretability-2020	8	papers	Causal Interpretability for Machine Learning -- Problems, Methods and Evaluation	https://arxiv.org/abs/2003.03934	https://arxiv.org/abs/2003.03934	相关与因果的区分
spm-active-learning-2022	8,13	papers	Bayesian Active Learning for Scanning Probe Microscopy: from Gaussian Processes to Hypothesis Learning	https://arxiv.org/abs/2205.15458	https://arxiv.org/abs/2205.15458	扫描探针显微镜的贝叶斯主动测量
chemos-2020	13	papers	ChemOS: An orchestration software to democratize autonomous discovery	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229862	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229862	自主实验编排软件
aiida-2016	13	papers	AiiDA: Automated Interactive Infrastructure and Database for Computational Science	https://arxiv.org/abs/1504.01163	https://arxiv.org/abs/1504.01163	计算工作流管理与溯源
optuna-2019	13	papers	Optuna: A Next-generation Hyperparameter Optimization Framework	https://arxiv.org/abs/1907.10902	https://arxiv.org/abs/1907.10902	调度与超参搜索软件
botorch-2019	13	papers	BoTorch: A Framework for Efficient Monte-Carlo Bayesian Optimization	https://arxiv.org/abs/1910.06403	https://arxiv.org/abs/1910.06403	贝叶斯优化软件栈
amanda-2021	13	papers	The Evolution of Materials Acceleration Platforms -- Towards the Laboratory of the Future with AMANDA	https://export.arxiv.org/pdf/2104.07455	https://arxiv.org/abs/2104.07455	材料加速平台的软硬件架构
pending-experiments-2023	13	papers	Search Strategies for Self-driving Laboratories with Pending Experiments	https://arxiv.org/abs/2312.03466	https://arxiv.org/abs/2312.03466	有在途实验时的调度策略
self-driving-lab-thinfilm-2019	13	papers	Self-driving laboratory for accelerated discovery of thin-film materials	https://arxiv.org/abs/1906.05398	https://arxiv.org/abs/1906.05398	薄膜自驱动实验室预印本
panda-2024	13	papers	PANDA: A self-driving lab for studying electrodeposited polymer films	https://arxiv.org/abs/2406.17725	https://arxiv.org/abs/2406.17725	聚合物薄膜自驱动实验室
sdl-lcst-2025	13	papers	Self-Driving Laboratory Optimizes the Lower Critical Solution Temperature of Thermoresponsive Polymers	https://arxiv.org/abs/2509.05351	https://arxiv.org/abs/2509.05351	温敏聚合物自驱动实验室
opv-self-driving-2019	13	papers	Beyond Ternary OPV: High-Throughput Experimentation and Self-Driving Laboratories Optimize Multi-Component Systems	https://arxiv.org/abs/1909.03511	https://arxiv.org/abs/1909.03511	高通量与自驱动实验室优化多元体系
informatics-recyclable-2024	15	papers	An Informatics Framework for the Design of Sustainable, Chemically Recyclable, Synthetically Accessible Polymers	https://arxiv.org/abs/2409.15354	https://arxiv.org/abs/2409.15354	化学可回收高分子的信息学筛选框架
ai-recyclable-food-packaging-2025	15	papers	AI-assisted design of chemically recyclable polymers for food packaging	https://arxiv.org/abs/2511.04704	https://arxiv.org/abs/2511.04704	AI 设计化学可回收包装聚合物
plastic-upcycling-ml-2026	15	papers	From fragmented data to actionable design: Physics-calibrated learning for plastic upcycling	https://arxiv.org/abs/2608.02402	https://arxiv.org/abs/2608.02402	物理校准学习用于塑料升级回收
upcycling-catalysis-2023	15	papers	From Plastic Waste to Treasure: Selective Upcycling through Catalytic Technologies	https://export.arxiv.org/pdf/2309.08354	https://arxiv.org/abs/2309.08354	催化选择性升级回收综述
lca-organic-chemicals-2026	15	papers	Life cycle assessment for all organic chemicals	https://arxiv.org/abs/2603.15686	https://arxiv.org/abs/2603.15686	有机物全生命周期评价方法
ai-lca-landscape-2026	15	papers	Mapping the Landscape of Artificial Intelligence in Life Cycle Assessment Using Large Language Models	https://arxiv.org/abs/2602.22500	https://arxiv.org/abs/2602.22500	AI 与 LCA 结合的文献图谱
ml-model-lca-2026	15	papers	Evaluation of ML Resource Utilization Requires Model Life Cycle Assessment	https://arxiv.org/abs/2606.07632	https://arxiv.org/abs/2606.07632	把 LCA 用于机器学习模型自身
sustainable-materials-ai-2026	15	papers	Sustainable Materials Discovery in the Era of Artificial Intelligence	https://arxiv.org/abs/2601.21527	https://arxiv.org/abs/2601.21527	AI 驱动可持续材料发现综述
bioplastic-multitask-2022	15	papers	Bioplastic Design using Multitask Deep Neural Networks	https://arxiv.org/abs/2203.12033	https://arxiv.org/abs/2203.12033	多任务网络设计生物基塑料
sustainable-polymer-md-ml-2025	15	papers	Toward Sustainable Polymer Design: A Molecular Dynamics-Informed Machine Learning Approach	https://export.arxiv.org/pdf/2503.20956	https://arxiv.org/abs/2503.20956	分子动力学信息指导可持续高分子设计
recyclable-vitrimer-pcb-2023	15	papers	Recyclable vitrimer-based printed circuit board for circular electronics	https://arxiv.org/abs/2308.12496	https://arxiv.org/abs/2308.12496	可回收 vitrimer 电子基板
polymer-solubility-smiles-2025	15	papers	Predicting Polymer Solubility in Solvents Using SMILES Strings	https://arxiv.org/abs/2512.09784	https://arxiv.org/abs/2512.09784	绿色溶剂筛选的溶解度预测
thermo-mech-recyclable-pe-2026	15	papers	Polyethylene-based thermo-mechanically recyclable stretchable yarns for circular sustainability	https://export.arxiv.org/pdf/2606.07652	https://arxiv.org/abs/2606.07652	热机械可回收聚乙烯纤维
tpa-yield-pet-hydrolysis-2022	15	papers	Prediction of terephthalic acid (TPA) yield in aqueous hydrolysis of polyethylene terephthalate	https://arxiv.org/abs/2201.12657	https://arxiv.org/abs/2201.12657	PET 水解解聚产率预测
plastic-waste-100years-2024	15	papers	100 years of plastic -- using the past to guide the future	https://arxiv.org/abs/2411.13618	https://arxiv.org/abs/2411.13618	塑料百年史与循环路径
bioplastic-amyloid-2021	15	papers	Sustainable bioplastics from amyloid fibril-biodegradable polymer blends	https://export.arxiv.org/pdf/2105.14287	https://arxiv.org/abs/2105.14287	生物基可降解共混材料
recyclable-flame-retardant-epoxy-2021	15	papers	Recyclable flame-retardant epoxy composites based on disulfide bonds. Flammability and recyclability	https://arxiv.org/abs/2105.02141	https://arxiv.org/abs/2105.02141	二硫键可回收环氧复合材料
aem-degradation-pinn-2025	15	papers	AI-Assisted Physics-Informed Predictions of Degradation Behavior of Polymeric Anion Exchange Membranes	https://arxiv.org/abs/2510.12655	https://arxiv.org/abs/2510.12655	物理信息网络预测膜退化
unimol-2023	14	papers	Uni-Mol: A Universal 3D Molecular Representation Learning Framework	https://arxiv.org/abs/2110.01191	https://arxiv.org/abs/2110.01191	三维分子表示的去噪预训练
molformer-2022	14	papers	Large-Scale Chemical Language Representations Capture Molecular Structure and Properties	https://arxiv.org/abs/2106.09553	https://arxiv.org/abs/2106.09553	大规模化学语言表示
moleculestm-2023	14	papers	Multi-modal Molecule Structure-text Model for Text-based Retrieval and Editing	https://arxiv.org/abs/2212.10789	https://arxiv.org/abs/2212.10789	结构–文本多模态分子模型
dpr-2020	14	papers	Dense Passage Retrieval for Open-Domain Question Answering	https://arxiv.org/abs/2004.04906	https://arxiv.org/abs/2004.04906	稠密段落检索
realm-2020	14	papers	REALM: Retrieval-Augmented Language Model Pre-Training	https://arxiv.org/abs/2002.08909	https://arxiv.org/abs/2002.08909	检索增强的语言模型预训练
self-rag-2024	14	papers	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	https://arxiv.org/abs/2310.11511	https://arxiv.org/abs/2310.11511	自评检索与生成
rag-survey-2023	1,14	papers	Retrieval-Augmented Generation for Large Language Models: A Survey	https://arxiv.org/abs/2312.10997	https://arxiv.org/abs/2312.10997	检索增强生成综述
